Data Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scores reflect all ILEARN Spring 2024 testers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*** - Indicates less than 10 students in group.  Results have been supressed to protect student privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Grade 3,,,,,,,Grade 4,,,,,,,Grade 5,,,,,,,Grade 6,,,,,,,Grade 7,,,,,,,Grade 8,,,,,,,Corporation Total,,,,,,,
8685,PLA at George H Fisher School 93,40,7,4,1,5,52,9.6%,30,16,11,3,14,60,23.3%,37,11,9,1,10,58,17.2%,37,17,10,2,12,66,18.2%,,,,,,,,,,,,,,,144,51,34,7,41,236,17.4%,
8690,Dynamic Minds Academy,***,***,***,***,***,4,***,***,***,***,***,***,2,***,***,***,***,***,***,8,***,***,***,***,***,***,6,***,***,***,***,***,***,4,***,***,***,***,***,***,7,***,27,2,2,0,2,31,6.5%,
8950,Phalen Leadership Academy at Francis Scott Key School 103,62,10,6,1,7,79,8.9%,77,12,5,2,7,96,7.3%,61,9,3,0,3,73,4.1%,69,7,7,4,11,87,12.6%,,,,,,,,,,,,,,,269,38,21,7,28,335,8.4%,
8970,GEO Next Generation Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,1,0,1,16,6.3%,8,11,1,1,2,21,9.5%,18,16,2,1,3,37,8.1%,
8980,The PATH School,49,8,9,9,18,75,24.0%,53,7,7,3,10,70,14.3%,59,8,7,1,8,75,10.7%,55,18,6,0,6,79,7.6%,37,7,9,1,10,54,18.5%,43,5,8,1,9,57,15.8%,296,53,46,15,61,410,14.9%,
9000,Phalen Virtual Leadership Academy,14,2,0,0,0,16,0.0%,15,4,3,1,4,23,17.4%,15,3,3,0,3,21,14.3%,19,4,0,0,0,23,0.0%,20,4,3,0,3,27,11.1%,32,3,2,1,3,38,7.9%,115,20,11,2,13,148,8.8%,
9004,Paramount School of Excellence South Bend,24,2,1,4,5,31,16.1%,24,10,6,2,8,42,19.0%,28,9,7,3,10,47,21.3%,16,10,8,5,13,39,33.3%,,,,,,,,,,,,,,,92,31,22,14,36,159,22.6%,
9022,Paramount School of Excellence Lafayette,13,4,2,0,2,19,10.5%,11,3,5,4,9,23,39.1%,13,6,17,1,18,37,48.6%,7,3,6,1,7,17,41.2%,,,,,,,,,,,,,,,44,16,30,6,36,96,37.5%,
9027,Success Academy at Boys and Girls Club,11,3,0,0,0,14,0.0%,8,2,1,0,1,11,9.1%,10,2,3,0,3,15,20.0%,,,,,,,,,,,,,,,,,,,,,,29,7,4,0,4,40,10.0%,
9030,Otwell Miller Academy,11,3,1,1,2,16,12.5%,7,4,6,1,7,18,38.9%,10,3,2,0,2,15,13.3%,,,,,,,,,,,,,,,,,,,,,,28,10,9,2,11,49,22.4%,
9035,Indiana Connections Career Academy,,,,,,,,,,,,,,,,,,,,,,12,5,3,2,5,22,22.7%,18,14,11,3,14,46,30.4%,22,16,20,8,28,66,42.4%,52,35,34,13,47,134,35.1%,
9040,Avondale Meadows Middle School,,,,,,,,,,,,,,,34,14,2,1,3,51,5.9%,25,13,6,1,7,45,15.6%,26,18,6,2,8,52,15.4%,12,15,10,9,19,46,41.3%,97,60,24,13,37,194,19.1%,
9043,Premier Arts Academy,14,6,8,2,10,30,33.3%,14,4,2,2,4,22,18.2%,12,7,5,1,6,25,24.0%,11,6,5,2,7,24,29.2%,,,,,,,,,,,,,,,51,23,20,7,27,101,26.7%,
9045,James & Rosemary Phalen Leadership Academy Middle School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,39,13,1,14,119,11.8%,106,29,10,3,13,148,8.8%,172,68,23,4,27,267,10.1%,
9054,The Genius School,13,5,1,0,1,19,5.3%,10,2,3,0,3,15,20.0%,11,4,1,1,2,17,11.8%,6,3,5,0,5,14,35.7%,,,,,,,,,,,,,,,40,14,10,1,11,65,16.9%,
9060,Paramount Cottage Home,28,22,15,18,33,83,39.8%,14,11,13,14,27,52,51.9%,9,3,11,13,24,36,66.7%,,,,,,,,,,,,,,,,,,,,,,51,36,39,45,84,171,49.1%,
9065,Allegiant Preparatory Academy,9,10,6,2,8,27,29.6%,11,7,3,1,4,22,18.2%,9,4,3,0,3,16,18.8%,,,,,,,,,,,,,,,,,,,,,,29,21,12,3,15,65,23.1%,
9085,pilotED Schools,27,8,4,0,4,39,10.3%,19,5,7,0,7,31,22.6%,17,3,4,0,4,24,16.7%,11,1,1,0,1,13,7.7%,,,,,,,,,,,,,,,74,17,16,0,16,107,15.0%,
9090,Matchbook Learning  ,64,6,2,1,3,73,4.1%,60,14,2,2,4,78,5.1%,65,9,4,0,4,78,5.1%,52,12,8,0,8,72,11.1%,39,14,9,2,11,64,17.2%,56,15,10,5,15,86,17.4%,336,70,35,10,45,451,10.0%,
9120,Hoosier College and Career Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,33,13,2,15,91,16.5%,104,42,25,8,33,179,18.4%,147,75,38,10,48,270,17.8%,
9130,Adelante Schools,22,6,6,0,6,34,17.6%,41,7,4,1,5,53,9.4%,27,4,6,2,8,39,20.5%,20,3,5,5,10,33,30.3%,32,21,9,4,13,66,19.7%,32,17,8,5,13,62,21.0%,174,58,38,17,55,287,19.2%,
9150,Circle City Prep Charter School,25,15,4,0,4,44,9.1%,28,1,7,6,13,42,31.0%,24,11,3,0,3,38,7.9%,12,5,5,2,7,24,29.2%,14,5,3,3,6,25,24.0%,,,,,,,,103,37,22,11,33,173,19.1%,
9165,Paramount Englewood,,,,,,,,,,,,,,,8,3,4,2,6,17,35.3%,24,14,18,6,24,62,38.7%,22,28,21,10,31,81,38.3%,16,24,12,11,23,63,36.5%,70,69,55,29,84,223,37.7%,
9170,Rooted School Indianapolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,3,1,4,27,14.8%,12,11,4,0,4,27,14.8%,32,14,7,1,8,54,14.8%,
9195,Timothy L. Johnson Academy Middle ,,,,,,,,,,,,,,,,,,,,,,39,7,5,0,5,51,9.8%,35,13,8,0,8,56,14.3%,31,12,4,2,6,49,12.2%,105,32,17,2,19,156,12.2%,
9200,Archdiocese of Indianapolis,428,318,514,415,929,1675,55.5%,341,376,459,507,966,1683,57.4%,305,328,579,335,914,1547,59.1%,272,371,537,452,989,1632,60.6%,182,349,507,468,975,1506,64.7%,187,334,470,513,983,1504,65.4%,1715,2076,3066,2690,5756,9547,60.3%,
9205,Diocese of Gary,126,123,131,75,206,455,45.3%,116,124,112,100,212,452,46.9%,109,102,167,72,239,450,53.1%,93,119,164,111,275,487,56.5%,66,102,126,155,281,449,62.6%,62,98,130,154,284,444,64.0%,572,668,830,667,1497,2737,54.7%,
9210,Diocese of Lafayette Catholic Sch,86,97,135,93,228,411,55.5%,57,87,126,110,236,380,62.1%,79,77,148,98,246,402,61.2%,60,69,112,137,249,378,65.9%,29,76,130,130,260,365,71.2%,29,64,85,136,221,314,70.4%,340,470,736,704,1440,2250,64.0%,
9215,Diocese of Evansville,89,114,173,149,322,525,61.3%,71,107,185,154,339,517,65.6%,71,99,203,143,346,516,67.1%,51,87,156,148,304,442,68.8%,29,89,161,180,341,459,74.3%,33,67,144,181,325,425,76.5%,344,563,1022,955,1977,2884,68.6%,
9220,Diocese of Fort Wayne - South Bend,273,274,297,235,532,1079,49.3%,234,274,313,247,560,1068,52.4%,240,236,343,208,551,1027,53.7%,228,251,324,228,552,1031,53.5%,154,239,304,266,570,963,59.2%,110,235,290,250,540,885,61.0%,1239,1509,1871,1434,3305,6053,54.6%,
9230,Lutheran Schools of Indiana,194,194,252,135,387,775,49.9%,174,202,233,186,419,795,52.7%,219,201,274,138,412,832,49.5%,175,215,230,136,366,756,48.4%,97,196,248,154,402,695,57.8%,90,178,214,169,383,651,58.8%,949,1186,1451,918,2369,4504,52.6%,
9240,The Oaks Academy,25,27,34,21,55,107,51.4%,26,25,28,25,53,104,51.0%,15,16,37,35,72,103,69.9%,13,20,39,38,77,110,70.0%,2,30,34,33,67,99,67.7%,6,11,25,40,65,82,79.3%,87,129,197,192,389,605,64.3%,
9310,Charter School of the Dunes,66,12,3,0,3,81,3.7%,43,13,6,1,7,63,11.1%,49,10,6,0,6,65,9.2%,51,5,6,1,7,63,11.1%,41,21,15,4,19,81,23.5%,40,16,9,7,16,72,22.2%,290,77,45,13,58,425,13.6%,
9320,Community Montessori Inc,20,6,9,0,9,35,25.7%,11,8,7,4,11,30,36.7%,9,7,9,3,12,28,42.9%,14,9,11,1,12,35,34.3%,7,9,10,4,14,30,46.7%,10,6,14,6,20,36,55.6%,71,45,60,18,78,194,40.2%,
9325,Options Charter Schools,,,,,,,,,,,,,,,,,,,,,,19,5,5,0,5,29,17.2%,29,14,7,8,15,58,25.9%,51,22,13,7,20,93,21.5%,99,41,25,15,40,180,22.2%,
9330,Irvington Community School,36,11,7,7,14,61,23.0%,24,16,15,13,28,68,41.2%,33,13,14,5,19,65,29.2%,36,15,11,4,15,66,22.7%,28,17,20,8,28,73,38.4%,26,19,21,5,26,71,36.6%,183,91,88,42,130,404,32.2%,
9350,Timothy L Johnson Academy,45,8,4,1,5,58,8.6%,39,12,9,1,10,61,16.4%,38,8,2,1,3,49,6.1%,,,,,,,,,,,,,,,,,,,,,,122,28,15,3,18,168,10.7%,
9365,Enlace Academy,59,8,5,2,7,74,9.5%,61,9,3,0,3,73,4.1%,60,10,3,0,3,73,4.1%,56,10,4,1,5,71,7.0%,45,20,4,2,6,71,8.5%,53,10,6,6,12,75,16.0%,334,67,25,11,36,437,8.2%,
9380,Christel House Academy South,31,17,2,3,5,53,9.4%,31,9,9,4,13,53,24.5%,32,18,7,2,9,59,15.3%,28,18,5,2,7,53,13.2%,40,18,9,0,9,67,13.4%,25,23,6,2,8,56,14.3%,187,103,38,13,51,341,15.0%,
9395,Christel House Academy West,46,6,2,1,3,55,5.5%,33,11,5,2,7,51,13.7%,37,14,3,1,4,55,7.3%,37,9,6,1,7,53,13.2%,27,22,4,1,5,54,9.3%,23,21,9,1,10,54,18.5%,203,83,29,7,36,322,11.2%,
9400,KIPP Indy College Prep Middle,,,,,,,,,,,,,,,,,,,,,,84,21,7,5,12,117,10.3%,77,32,10,4,14,123,11.4%,87,26,16,0,16,129,12.4%,248,79,33,9,42,369,11.4%,
9410,KIPP Indy Unite Elementary,81,13,11,2,13,107,12.1%,79,14,10,0,10,103,9.7%,75,20,7,5,12,107,11.2%,,,,,,,,,,,,,,,,,,,,,,235,47,28,7,35,317,11.0%,
9425,Tindley Genesis Academy,51,11,1,2,3,65,4.6%,33,7,4,0,4,44,9.1%,26,7,8,0,8,41,19.5%,21,12,9,3,12,45,26.7%,,,,,,,,,,,,,,,131,37,22,5,27,195,13.8%,
9430,Tindley Summit Academy,23,6,6,1,7,36,19.4%,19,3,6,0,6,28,21.4%,17,5,2,0,2,24,8.3%,10,5,2,2,4,19,21.1%,,,,,,,,,,,,,,,69,19,16,3,19,107,17.8%,
9445,Charles A Tindley Accelerated Sch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,24,9,2,11,73,15.1%,45,16,6,0,6,67,9.0%,83,40,15,2,17,140,12.1%,
9460,Thea Bowman Leadership Academy,44,12,11,1,12,68,17.6%,26,7,6,0,6,39,15.4%,29,12,6,0,6,47,12.8%,38,14,7,1,8,60,13.3%,38,21,13,3,16,75,21.3%,26,21,18,4,22,69,31.9%,201,87,61,9,70,358,19.6%,
9485,SE Neighborhood Sch of Excellence,57,7,2,1,3,67,4.5%,47,10,14,2,16,73,21.9%,44,9,9,0,9,62,14.5%,33,20,9,2,11,64,17.2%,47,18,2,1,3,68,4.4%,36,11,9,1,10,57,17.5%,264,75,45,7,52,391,13.3%,
9495,Joshua Academy,27,9,5,3,8,44,18.2%,13,8,9,4,13,34,38.2%,18,5,3,1,4,27,14.8%,14,1,0,0,0,15,0.0%,,,,,,,,,,,,,,,72,23,17,8,25,120,20.8%,
9505,Indiana Agriculture and Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,11,3,0,3,34,8.8%,31,10,8,0,8,49,16.3%,51,21,11,0,11,83,13.3%,
9531,Paramount Online Academy,11,1,2,0,2,14,14.3%,8,3,4,4,8,19,42.1%,17,5,5,0,5,27,18.5%,23,7,9,1,10,40,25.0%,24,11,8,4,12,47,25.5%,23,15,14,3,17,55,30.9%,106,42,42,12,54,202,26.7%,
9533,Promise Prep,13,3,0,1,1,17,5.9%,7,3,0,1,1,11,9.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,6,0,2,2,28,7.1%,
9534,Indy Steam Academy,12,3,4,2,6,21,28.6%,12,1,5,0,5,18,27.8%,12,3,0,0,0,15,0.0%,11,7,3,1,4,22,18.2%,***,***,***,***,***,8,***,,,,,,,,51,17,12,4,16,84,19.0%,
9535,Gary Lighthouse Charter School,47,16,11,0,11,74,14.9%,50,12,5,0,5,67,7.5%,35,12,7,1,8,55,14.5%,58,18,7,3,10,86,11.6%,44,22,5,5,10,76,13.2%,55,19,11,1,12,86,14.0%,289,99,46,10,56,444,12.6%,
9536,Lawrence County Independent Schools,11,3,2,3,5,19,26.3%,16,2,3,3,6,24,25.0%,7,7,6,2,8,22,36.4%,6,7,2,1,3,16,18.8%,11,3,3,3,6,20,30.0%,9,5,4,2,6,20,30.0%,60,27,20,14,34,121,28.1%,
9537,The Nature School of Central Indiana,5,6,3,1,4,15,26.7%,7,10,4,0,4,21,19.0%,5,5,3,2,5,15,33.3%,4,6,5,0,5,15,33.3%,5,4,4,1,5,14,35.7%,3,6,1,2,3,12,25.0%,29,37,20,6,26,92,28.3%,
9538,Herron Preparatory Academy,15,10,9,11,20,45,44.4%,20,8,15,7,22,50,44.0%,2,3,7,5,12,17,70.6%,,,,,,,,,,,,,,,,,,,,,,37,21,31,23,54,112,48.2%,
9545,21st Century Charter Sch of Gary,49,12,16,1,17,78,21.8%,57,11,17,1,18,86,20.9%,29,15,9,0,9,53,17.0%,51,14,8,2,10,75,13.3%,38,24,7,2,9,71,12.7%,34,31,14,4,18,83,21.7%,258,107,71,10,81,446,18.2%,
9555,East Chicago Urban Enterprise Academy,18,12,12,8,20,50,40.0%,13,18,11,5,16,47,34.0%,24,12,9,6,15,51,29.4%,17,14,9,4,13,44,29.5%,19,14,7,0,7,40,17.5%,15,19,11,4,15,49,30.6%,106,89,59,27,86,281,30.6%,
9575,Victory College Prep,42,16,11,5,16,74,21.6%,36,28,19,3,22,86,25.6%,45,10,18,4,22,77,28.6%,34,20,8,11,19,73,26.0%,18,27,24,13,37,82,45.1%,19,20,25,14,39,78,50.0%,194,121,105,50,155,470,33.0%,
9595,East Chicago Lighthouse Charter,38,5,7,1,8,51,15.7%,43,7,4,1,5,55,9.1%,31,7,7,1,8,46,17.4%,39,14,2,1,3,56,5.4%,20,19,6,1,7,46,15.2%,17,14,7,3,10,41,24.4%,188,66,33,8,41,295,13.9%,
9605,IN Sch for the Blind & Vis Imprd,***,***,***,***,***,2,***,***,***,***,***,***,8,***,***,***,***,***,***,8,***,***,***,***,***,***,7,***,***,***,***,***,***,4,***,***,***,***,***,***,5,***,25,5,4,0,4,34,11.8%,
9610,Indiana School For The Deaf,26,1,0,0,0,27,0.0%,17,0,0,0,0,17,0.0%,22,2,3,0,3,27,11.1%,28,4,5,2,7,39,17.9%,14,2,4,0,4,20,20.0%,13,7,1,2,3,23,13.0%,120,16,13,4,17,153,11.1%,
9615,Andrew J Brown Academy,49,10,6,2,8,67,11.9%,45,9,7,3,10,64,15.6%,29,10,14,7,21,60,35.0%,27,24,4,1,5,56,8.9%,24,17,9,2,11,52,21.2%,18,14,11,10,21,53,39.6%,192,84,51,25,76,352,21.6%,
9620,Burris Laboratory School,8,8,19,9,28,44,63.6%,7,17,11,11,22,46,47.8%,8,15,18,7,25,48,52.1%,14,10,22,11,33,57,57.9%,14,16,24,4,28,58,48.3%,11,14,26,10,36,61,59.0%,62,80,120,52,172,314,54.8%,
9645,Avondale Meadows Academy,48,9,3,0,3,60,5.0%,26,9,2,1,3,38,7.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,18,5,1,6,98,6.1%,
9665,Geist Montessori Academy,14,9,11,10,21,44,47.7%,9,9,3,8,11,29,37.9%,12,5,4,4,8,25,32.0%,5,6,11,4,15,26,57.7%,***,***,***,***,***,7,***,***,***,***,***,***,8,***,45,32,32,30,62,139,44.6%,
9680,Paramount Brookside ,26,14,32,24,56,96,58.3%,30,26,15,13,28,84,33.3%,12,16,28,28,56,84,66.7%,13,11,32,33,65,89,73.0%,14,19,20,33,53,86,61.6%,15,25,25,11,36,76,47.4%,110,111,152,142,294,515,57.1%,
9685,Aspire Charter Academy,36,15,10,8,18,69,26.1%,29,23,19,8,27,79,34.2%,22,13,16,14,30,65,46.2%,32,17,18,7,25,74,33.8%,29,24,5,6,11,64,17.2%,30,17,13,6,19,66,28.8%,178,109,81,49,130,417,31.2%,
9690,Renaissance Academy Charter School,15,7,12,3,15,37,40.5%,14,4,12,4,16,34,47.1%,6,5,6,3,9,20,45.0%,5,14,7,3,10,29,34.5%,3,14,6,2,8,25,32.0%,1,9,3,8,11,21,52.4%,44,53,46,23,69,166,41.6%,
9705,Hammond Academy of Science & Tech,,,,,,,,,,,,,,,,,,,,,,32,22,28,8,36,90,40.0%,40,26,15,11,26,92,28.3%,29,25,14,11,25,79,31.6%,101,73,57,30,87,261,33.3%,
9722,Springville Community Academy,6,4,9,2,11,21,52.4%,7,6,5,1,6,19,31.6%,15,4,10,2,12,31,38.7%,9,3,4,1,5,17,29.4%,6,6,7,4,11,23,47.8%,***,***,***,***,***,9,***,47,26,36,11,47,120,39.2%,
9725,Canaan Community Academy,12,6,3,1,4,22,18.2%,12,6,3,0,3,21,14.3%,11,2,2,0,2,15,13.3%,13,4,1,0,1,18,5.6%,3,8,3,0,3,14,21.4%,5,2,4,3,7,14,50.0%,56,28,16,4,20,104,19.2%,
9735,Inspire Academy - A Sch of Inquiry,14,5,0,1,1,20,5.0%,14,2,3,0,3,19,15.8%,12,3,2,0,2,17,11.8%,16,4,0,0,0,20,0.0%,12,5,4,1,5,22,22.7%,13,1,1,1,2,16,12.5%,81,20,10,3,13,114,11.4%,
9737,Liberty Grove Schools,30,4,3,0,3,37,8.1%,37,2,2,0,2,41,4.9%,38,3,4,0,4,45,8.9%,28,2,3,0,3,33,9.1%,,,,,,,,,,,,,,,133,11,12,0,12,156,7.7%,
9760,Smith Academy for Excellence,,,,,,,,***,***,***,***,***,3,***,***,***,***,***,***,2,***,***,***,***,***,***,5,***,7,4,2,1,3,14,21.4%,10,2,0,0,0,12,0.0%,23,7,3,3,6,36,16.7%,
9785,IN Math & Science Academy,12,14,22,17,39,65,60.0%,22,15,15,10,25,62,40.3%,13,8,19,14,33,54,61.1%,17,9,15,10,25,51,49.0%,18,13,11,12,23,54,42.6%,20,13,18,7,25,58,43.1%,102,72,100,70,170,344,49.4%,
9790,Anderson Preparatory Academy,40,6,5,0,5,51,9.8%,43,7,2,1,3,53,5.7%,43,2,3,0,3,48,6.3%,57,9,6,0,6,72,8.3%,55,16,4,0,4,75,5.3%,44,19,10,3,13,76,17.1%,282,59,30,4,34,375,9.1%,
9829,Monarca Academy,,,,,,,,,,,,,,,,,,,,,,18,2,3,1,4,24,16.7%,40,16,17,6,23,79,29.1%,,,,,,,,58,18,20,7,27,103,26.2%,
9835,The Bloomington Project School,5,9,14,8,22,36,61.1%,6,8,8,11,19,33,57.6%,5,9,17,10,27,41,65.9%,7,6,15,4,19,32,59.4%,3,7,12,2,14,24,58.3%,5,6,6,11,17,28,60.7%,31,45,72,46,118,194,60.8%,
9870,Discovery Charter School,21,10,21,22,43,74,58.1%,21,20,19,14,33,74,44.6%,20,9,19,11,30,59,50.8%,14,16,12,8,20,50,40.0%,12,12,8,6,14,38,36.8%,5,9,14,14,28,42,66.7%,93,76,93,75,168,337,49.9%,
9875,Rock Creek Community Academy,19,12,12,14,26,57,45.6%,14,15,12,10,22,51,43.1%,19,11,15,4,19,49,38.8%,16,10,13,7,20,46,43.5%,14,17,20,2,22,53,41.5%,8,10,11,10,21,39,53.8%,90,75,83,47,130,295,44.1%,
9895,IN Math & Science Academy - North,27,7,7,0,7,41,17.1%,32,7,6,1,7,46,15.2%,31,6,5,1,6,43,14.0%,16,16,13,4,17,49,34.7%,32,25,10,3,13,70,18.6%,35,13,9,2,11,59,18.6%,173,74,50,11,61,308,19.8%,
9905,Indiana Connections Academy,94,35,27,9,36,165,21.8%,93,40,22,13,35,168,20.8%,111,49,40,9,49,209,23.4%,118,78,49,16,65,261,24.9%,116,107,71,44,115,338,34.0%,188,139,103,43,146,473,30.9%,720,448,312,134,446,1614,27.6%,
9920,Damar Charter Academy,***,***,***,***,***,2,***,***,***,***,***,***,5,***,***,***,***,***,***,6,***,***,***,***,***,***,7,***,***,***,***,***,***,4,***,9,2,0,1,1,12,8.3%,31,4,0,1,1,36,2.8%,
9925,Phalen Leadership Academy - IN Inc,18,7,4,0,4,29,13.8%,15,4,7,0,7,26,26.9%,7,7,4,0,4,18,22.2%,7,7,2,1,3,17,17.6%,14,4,5,1,6,24,25.0%,2,6,4,2,6,14,42.9%,63,35,26,4,30,128,23.4%,
9935,Vision Academy,38,5,6,0,6,49,12.2%,18,7,3,1,4,29,13.8%,19,3,7,2,9,31,29.0%,18,19,7,3,10,47,21.3%,21,14,5,2,7,42,16.7%,26,15,6,5,11,52,21.2%,140,63,34,13,47,250,18.8%,
9950,Dugger Union Community School Corp,24,13,8,1,9,46,19.6%,16,7,6,3,9,32,28.1%,25,8,10,2,12,45,26.7%,21,10,12,3,15,46,32.6%,26,16,6,2,8,50,16.0%,34,14,4,3,7,55,12.7%,146,68,46,14,60,274,21.9%,
9954,Phalen Leadership Academy at Louis B Russell School 48,31,9,0,1,1,41,2.4%,24,7,5,0,5,36,13.9%,23,8,4,1,5,36,13.9%,19,3,7,1,8,30,26.7%,,,,,,,,,,,,,,,97,27,16,3,19,143,13.3%,
9955,Mays Community Academy,8,0,3,1,4,12,33.3%,10,8,0,1,1,19,5.3%,8,3,4,0,4,15,26.7%,7,1,4,3,7,15,46.7%,,,,,,,,,,,,,,,33,12,11,5,16,61,26.2%,
9960,Success Academy Primary School,65,16,13,1,14,95,14.7%,56,9,15,0,15,80,18.8%,64,8,11,2,13,85,15.3%,,,,,,,,,,,,,,,,,,,,,,185,33,39,3,42,260,16.2%,
9965,Career Academy Middle School,,,,,,,,,,,,,,,,,,,,,,72,21,16,4,20,113,17.7%,74,40,17,8,25,139,18.0%,56,43,13,13,26,125,20.8%,202,104,46,25,71,377,18.8%,
9970,ACE Preparatory Academy,10,4,2,0,2,16,12.5%,8,7,5,0,5,20,25.0%,9,4,4,2,6,19,31.6%,,,,,,,,,,,,,,,,,,,,,,27,15,11,2,13,55,23.6%,
9975,Global Preparatory Academy,62,18,13,5,18,98,18.4%,26,8,6,6,12,46,26.1%,34,13,12,2,14,61,23.0%,46,12,10,2,12,70,17.1%,32,17,8,5,13,62,21.0%,20,11,2,4,6,37,16.2%,220,79,51,24,75,374,20.1%,
9980,Steel City Academy,20,1,2,0,2,23,8.7%,17,3,2,0,2,22,9.1%,21,4,0,0,0,25,0.0%,21,4,3,0,3,28,10.7%,6,5,3,0,3,14,21.4%,7,8,5,3,8,23,34.8%,92,25,15,3,18,135,13.3%,
9985,Seven Oaks Classical School,5,15,20,12,32,52,61.5%,3,10,9,21,30,43,69.8%,10,11,12,8,20,41,48.8%,4,7,14,8,22,33,66.7%,2,14,20,10,30,46,65.2%,1,8,10,7,17,26,65.4%,25,65,85,66,151,241,62.7%,
9990,Higher Institute of Arts & Tech,20,5,1,0,1,26,3.8%,15,3,5,1,6,24,25.0%,14,7,2,0,2,23,8.7%,14,8,3,2,5,27,18.5%,8,10,3,0,3,21,14.3%,10,9,5,1,6,25,24.0%,81,42,19,4,23,146,15.8%,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
